UPGRADE
1,-1,-1,-1,3,1,1,1
2,-1,-1,0,2,1,1,1
3,-1,-1,0,3,0,1,1
4,-1,-1,0,3,1,2,2
5,-1,-1,1,1,1,1,1
6,-1,-1,1,2,0,1,1
7,-1,-1,1,2,1,2,2
8,-1,-1,1,3,0,2,2
9,-1,-1,1,3,1,3,3
10,-1,-1,2,0,1,1,1
11,-1,-1,2,1,0,1,1
12,-1,-1,2,1,1,2,2
13,-1,-1,2,2,0,2,2
14,-1,-1,2,2,1,3,3
15,-1,-1,2,3,0,3,3
16,-1,-1,2,3,1,4,4
17,-1,-1,3,-1,1,1,1
18,-1,-1,3,0,0,1,1
19,-1,-1,3,0,1,2,2
20,-1,-1,3,1,0,2,2
21,-1,-1,3,1,1,3,3
22,-1,-1,3,2,0,3,3
23,-1,-1,3,2,1,4,4
24,-1,-1,3,3,0,4,4
25,-1,-1,3,3,1,5,5
26,-1,0,-1,2,1,1,1
27,-1,0,-1,3,0,1,1
28,-1,0,-1,3,1,2,2
29,-1,0,0,1,1,1,1
30,-1,0,0,2,0,1,1
31,-1,0,0,2,1,2,2
32,-1,0,0,3,0,2,2
33,-1,0,0,3,1,3,3
34,-1,0,1,0,1,1,1
35,-1,0,1,1,0,1,1
36,-1,0,1,1,1,2,2
37,-1,0,1,2,0,2,2
38,-1,0,1,2,1,3,3
39,-1,0,1,3,0,3,3
40,-1,0,1,3,1,4,4
41,-1,0,2,-1,1,1,1
42,-1,0,2,0,0,1,1
43,-1,0,2,0,1,2,2
44,-1,0,2,1,0,2,2
45,-1,0,2,1,1,3,3
46,-1,0,2,2,0,3,3
47,-1,0,2,2,1,4,4
48,-1,0,2,3,0,4,4
49,-1,0,2,3,1,5,5
50,-1,0,3,-1,0,1,1
51,-1,0,3,-1,1,2,2
52,-1,0,3,0,0,2,2
53,-1,0,3,0,1,3,3
54,-1,0,3,1,0,3,3
55,-1,0,3,1,1,4,4
56,-1,0,3,2,0,4,4
57,-1,0,3,2,1,5,5
58,-1,0,3,3,0,5,5
59,-1,1,-1,1,1,1,1
