UPGRADE
1,-3,-3,-1,3,1,-3,3
2,-3,-3,0,2,1,-3,3
3,-3,-3,0,3,0,-3,3
4,-3,-3,0,3,1,-2,2
5,-3,-3,1,1,1,-3,3
6,-3,-3,1,2,0,-3,3
7,-3,-3,1,2,1,-2,2
8,-3,-3,1,3,0,-2,2
9,-3,-3,1,3,1,-1,1
10,-3,-3,2,0,1,-3,3
11,-3,-3,2,1,0,-3,3
12,-3,-3,2,1,1,-2,2
13,-3,-3,2,2,0,-2,2
14,-3,-3,2,2,1,-1,1
15,-3,-3,2,3,0,-1,1
16,-3,-3,2,3,1,0,0
17,-3,-3,3,-1,1,-3,3
18,-3,-3,3,0,0,-3,3
19,-3,-3,3,0,1,-2,2
20,-3,-3,3,1,0,-2,2
21,-3,-3,3,1,1,-1,1
22,-3,-3,3,2,0,-1,1
23,-3,-3,3,2,1,0,0
24,-3,-3,3,3,0,0,0
25,-3,-3,3,3,1,1,1
26,-3,-2,-2,3,1,-3,3
27,-3,-2,-1,2,1,-3,3
28,-3,-2,-1,3,0,-3,3
29,-3,-2,-1,3,1,-2,2
30,-3,-2,0,1,1,-3,3
31,-3,-2,0,2,0,-3,3
32,-3,-2,0,2,1,-2,2
33,-3,-2,0,3,0,-2,2
34,-3,-2,0,3,1,-1,1
35,-3,-2,1,0,1,-3,3
36,-3,-2,1,1,0,-3,3
37,-3,-2,1,1,1,-2,2
38,-3,-2,1,2,0,-2,2
39,-3,-2,1,2,1,-1,1
40,-3,-2,1,3,0,-1,1
41,-3,-2,1,3,1,0,0
42,-3,-2,2,-1,1,-3,3
43,-3,-2,2,0,0,-3,3
44,-3,-2,2,0,1,-2,2
45,-3,-2,2,1,0,-2,2
46,-3,-2,2,1,1,-1,1
47,-3,-2,2,2,0,-1,1
48,-3,-2,2,2,1,0,0
49,-3,-2,2,3,0,0,0
50,-3,-2,2,3,1,1,1
51,-3,-2,3,-2,1,-3,3
52,-3,-2,3,-1,0,-3,3
53,-3,-2,3,-1,1,-2,2
54,-3,-2,3,0,0,-2,2
55,-3,-2,3,0,1,-1,1
56,-3,-2,3,1,0,-1,1
57,-3,-2,3,1,1,0,0
58,-3,-2,3,2,0,0,0
59,-3,-2,3,2,1,1,1
60,-3,-2,3,3,0,1,1
61,-3,-2,3,3,1,2,2
62,-3,-1,-3,3,1,-3,3
63,-3,-1,-2,2,1,-3,3
64,-3,-1,-2,3,0,-3,3
65,-3,-1,-2,3,1,-2,2
66,-3,-1,-1,1,1,-3,3
67,-3,-1,-1,2,0,-3,3
68,-3,-1,-1,2,1,-2,2
69,-3,-1,-1,3,0,-2,2
70,-3,-1,-1,3,1,-1,1
71,-3,-1,0,0,1,-3,3
72,-3,-1,0,1,0,-3,3
73,-3,-1,0,1,1,-2,2
74,-3,-1,0,2,0,-2,2
75,-3,-1,0,2,1,-1,1
76,-3,-1,0,3,0,-1,1
77,-3,-1,0,3,1,0,0
78,-3,-1,1,-1,1,-3,3
79,-3,-1,1,0,0,-3,3
80,-3,-1,1,0,1,-2,2
81,-3,-1,1,1,0,-2,2
82,-3,-1,1,1,1,-1,1
83,-3,-1,1,2,0,-1,1
84,-3,-1,1,2,1,0,0
85,-3,-1,1,3,0,0,0
86,-3,-1,1,3,1,1,1
87,-3,-1,2,-2,1,-3,3
88,-3,-1,2,-1,0,-3,3
89,-3,-1,2,-1,1,-2,2
90,-3,-1,2,0,0,-2,2
91,-3,-1,2,0,1,-1,1
92,-3,-1,2,1,0,-1,1
93,-3,-1,2,1,1,0,0
94,-3,-1,2,2,0,0,0
95,-3,-1,2,2,1,1,1
96,-3,-1,2,3,0,1,1
97,-3,-1,2,3,1,2,2
98,-3,-1,3,-3,1,-3,3
99,-3,-1,3,-2,0,-3,3
100,-3,-1,3,-2,1,-2,2
101,-3,-1,3,-1,0,-2,2
102,-3,-1,3,-1,1,-1,1
103,-3,-1,3,0,0,-1,1
104,-3,-1,3,0,1,0,0
105,-3,-1,3,1,0,0,0
106,-3,-1,3,1,1,1,1
107,-3,-1,3,2,0,1,1
108,-3,-1,3,2,1,2,2
109,-3,-1,3,3,0,2,2
110,-3,-1,3,3,1,3,3
111,-3,0,-3,2,1,-3,3
112,-3,0,-3,3,0,-3,3
113,-3,0,-3,3,1,-2,2
114,-3,0,-2,1,1,-3,3
115,-3,0,-2,2,0,-3,3
116,-3,0,-2,2,1,-2,2
117,-3,0,-2,3,0,-2,2
118,-3,0,-2,3,1,-1,1
119,-3,0,-1,0,1,-3,3
120,-3,0,-1,1,0,-3,3
121,-3,0,-1,1,1,-2,2
122,-3,0,-1,2,0,-2,2
123,-3,0,-1,2,1,-1,1
124,-3,0,-1,3,0,-1,1
125,-3,0,-1,3,1,0,0
126,-3,0,0,-1,1,-3,3
127,-3,0,0,0,0,-3,3
128,-3,0,0,0,1,-2,2
129,-3,0,0,1,0,-2,2
130,-3,0,0,1,1,-1,1
131,-3,0,0,2,0,-1,1
132,-3,0,0,2,1,0,0
133,-3,0,0,3,0,0,0
134,-3,0,0,3,1,1,1
135,-3,0,1,-2,1,-3,3
136,-3,0,1,-1,0,-3,3
137,-3,0,1,-1,1,-2,2
138,-3,0,1,0,0,-2,2
139,-3,0,1,0,1,-1,1
140,-3,0,1,1,0,-1,1
141,-3,0,1,1,1,0,0
142,-3,0,1,2,0,0,0
143,-3,0,1,2,1,1,1
144,-3,0,1,3,0,1,1
145,-3,0,1,3,1,2,2
146,-3,0,2,-3,1,-3,3
147,-3,0,2,-2,0,-3,3
148,-3,0,2,-2,1,-2,2
149,-3,0,2,-1,0,-2,2
150,-3,0,2,-1,1,-1,1
151,-3,0,2,0,0,-1,1
152,-3,0,2,0,1,0,0
153,-3,0,2,1,0,0,0
154,-3,0,2,1,1,1,1
155,-3,0,2,2,0,1,1
156,-3,0,2,2,1,2,2
157,-3,0,2,3,0,2,2
158,-3,0,2,3,1,3,3
159,-3,0,3,-3,0,-3,3
160,-3,0,3,-3,1,-2,2
161,-3,0,3,-2,0,-2,2
162,-3,0,3,-2,1,-1,1
163,-3,0,3,-1,0,-1,1
164,-3,0,3,-1,1,0,0
165,-3,0,3,0,0,0,0
166,-3,0,3,0,1,1,1
167,-3,0,3,1,0,1,1
168,-3,0,3,1,1,2,2
169,-3,0,3,2,0,2,2
170,-3,0,3,2,1,3,3
171,-3,0,3,3,0,3,3
172,-3,1,-3,1,1,-3,3
173,-3,1,-3,2,0,-3,3
174,-3,1,-3,2,1,-2,2
175,-3,1,-3,3,0,-2,2
176,-3,1,-3,3,1,-1,1
177,-3,1,-2,0,1,-3,3
178,-3,1,-2,1,0,-3,3
179,-3,1,-2,1,1,-2,2
180,-3,1,-2,2,0,-2,2
181,-3,1,-2,2,1,-1,1
182,-3,1,-2,3,0,-1,1
183,-3,1,-2,3,1,0,0
184,-3,1,-1,-1,1,-3,3
185,-3,1,-1,0,0,-3,3
186,-3,1,-1,0,1,-2,2
187,-3,1,-1,1,0,-2,2
188,-3,1,-1,1,1,-1,1
189,-3,1,-1,2,0,-1,1
190,-3,1,-1,2,1,0,0
191,-3,1,-1,3,0,0,0
192,-3,1,-1,3,1,1,1
193,-3,1,0,-2,1,-3,3
194,-3,1,0,-1,0,-3,3
195,-3,1,0,-1,1,-2,2
196,-3,1,0,0,0,-2,2
197,-3,1,0,0,1,-1,1
198,-3,1,0,1,0,-1,1
199,-3,1,0,1,1,0,0
200,-3,1,0,2,0,0,0
201,-3,1,0,2,1,1,1
202,-3,1,0,3,0,1,1
203,-3,1,0,3,1,2,2
204,-3,1,1,-3,1,-3,3
205,-3,1,1,-2,0,-3,3
206,-3,1,1,-2,1,-2,2
207,-3,1,1,-1,0,-2,2
208,-3,1,1,-1,1,-1,1
209,-3,1,1,0,0,-1,1
210,-3,1,1,0,1,0,0
211,-3,1,1,1,0,0,0
212,-3,1,1,1,1,1,1
213,-3,1,1,2,0,1,1
214,-3,1,1,2,1,2,2
215,-3,1,1,3,0,2,2
216,-3,1,1,3,1,3,3
217,-3,1,2,-3,0,-3,3
218,-3,1,2,-3,1,-2,2
219,-3,1,2,-2,0,-2,2
220,-3,1,2,-2,1,-1,1
